Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
20240225114009,0.1,1018.33,19.34,84.27,13361.5,27.88
20240225115009,0,1018.2,19.68,84.09,14986.17,32.24
20240225120009,0.04,1018.03,19.81,83.44,15491.75,34.13
20240225121009,0.09,1017.88,19.73,83.24,14026.5,29.83
20240225122009,0.17,1017.83,19.64,82.42,10982.42,24.3
20240225123009,0,1017.81,19.52,81.76,12658.8,25.06
20240225124009,0.12,1017.74,19.59,82.68,10593.83,18.59
20240225125009,0.04,1017.6,19.92,81.04,11662.42,23.12
20240225130009,0.03,1017.43,20.02,79.61,9060.67,15.99
20240225131009,0.17,1017.34,19.88,79.74,6475,6.78
20240225132009,0.15,1017.24,19.91,78.4,11287.92,15.13
20240225133009,0.03,1017.06,19.97,76.92,8846.58,11.38
20240225134009,0,1016.95,19.81,77.09,6554.83,6.14
20240225135009,0.03,1016.8,19.68,76.33,6686.17,6.02
20240225140009,0.16,1016.78,19.5,76.88,5258.17,3.34
20240225141009,0.12,1016.79,19.57,77.27,4465.5,3.38
20240225142009,0.18,1016.78,19.44,75.92,5188,3.84
20240225143009,0.03,1016.87,19.58,76.8,5760.25,4.03
20240225144009,0.03,1016.94,19.68,75.66,3957.83,2.64
20240225145009,0,1016.87,19.47,77.71,4434.17,2.44
20240225150009,0,1016.85,19.01,80.42,3636.02,1.62
20240225151009,0.05,1016.91,18.84,82.4,3296.25,1.92
20240225152009,0,1016.97,18.6,84.64,3013.5,1.3
20240225153009,0.03,1016.97,18.38,85.62,2903.58,1.57
20240225154009,0,1016.94,18.35,85.8,3095.5,1.99
20240225155009,0,1016.96,18.36,86.15,3468.17,1.66
20240225160009,0,1016.99,18.37,86.54,2727.25,1.62
20240225161009,0.13,1017.09,18.39,85.61,3192.33,1.89
20240225162009,0.03,1017.26,18.34,85.57,2756.25,1.07
20240225163009,0,1017.36,18.31,86.37,1745,0.5
20240225164009,0.06,1017.42,18.06,85.88,1478.5,0.49
20240225165009,0,1017.48,17.98,85.03,1282.67,0.27
20240226090009,0,1020.92,18.74,73.54,5564.25,5.59
20240226091009,0,1020.92,18.96,71.95,9143.83,10.34
20240226092009,0,1020.83,19.17,70.59,8518,12.33
20240226093009,0,1020.72,19.12,69.36,8840.83,11.03
20240226094009,0.33,1020.69,18.89,70.57,9930.83,12.9
20240226095009,0.03,1020.65,19.12,69.75,10113.58,12.33
20240226100009,0.11,1020.6,19.39,68.92,8124.33,9.37
20240226101009,0,1020.44,19.46,67.31,10407.83,13.35
20240226102009,0,1020.39,19.63,67.53,9633.67,13.09
20240226103009,0,1020.32,19.78,66.31,11034.92,17.11
20240226104009,0,1020.19,20.02,66.42,11462.42,18.24
20240226105009,0.07,1019.95,20.1,64.78,12607.42,22.37
20240226130009,0,1017.98,19.7,66.23,6309.35,6.95
20240226131009,0.04,1017.8,19.85,66.3,8050,9.38
20240226132009,0,1017.64,19.95,65.95,8989.17,11.95
20240226133009,0,1017.62,19.9,66.49,8730,11.07
20240226134009,0,1017.55,19.91,65.86,8740.25,11.14
20240226135009,0,1017.49,19.92,65.8,7534.75,7.86
20240226140009,0,1017.45,19.75,66.47,5470.92,4.43
20240226141009,0,1017.44,19.48,67.29,5041.25,3.68
20240226142009,0.03,1017.38,19.5,67.91,5226.33,3.99
20240226143009,0.09,1017.32,19.32,68.79,4721,3.47
20240226144009,0,1017.26,19.21,69.82,4943.92,3.64
20240226145009,0,1017.27,19.16,70.66,4501,3.1
20240226150009,0,1017.23,19.01,71.36,4400.83,3.52
20240226151009,0,1017.25,19.02,71.41,5498.7,3.73
20240226152009,0,1017.26,18.99,71.38,4161.25,3.19
20240226153009,0,1017.28,18.85,72.2,3702.92,2.22
20240226154009,0,1017.21,18.64,74.41,3023.17,1.81
20240226155009,0,1017.18,18.65,75.07,3524.54,1.96
20240227090009,0.05,1019.46,20.39,70.85,10132.92,17.29
20240227091009,0.07,1019.53,20.32,71.57,9824.42,14.01
20240227092009,0.16,1019.52,19.97,72.64,8867.96,8.8
20240227093009,0.16,1019.46,19.97,72.44,11007.08,17.29
20240227094009,0.07,1019.44,20.46,70.77,13392.75,23.61
20240227095009,0,1019.55,20.84,69.37,13568.15,20.79
20240227100009,0,1019.54,21.43,67.12,12162.74,24.94
20240227101009,0,1019.48,21.34,65.92,9382.31,13.82
20240227102009,0.55,1019.4,20.75,66.82,8044.58,11.12
20240227103009,0.52,1019.32,20.38,68.76,7149.75,8.87
20240227104009,1.94,1019.37,19.61,71.62,7659.33,9.46
20240227105009,1.54,1019.35,19.14,73.94,7071.92,8.22
20240227110009,0.83,1019.33,19.18,73.91,4899.83,4.11
20240227111009,0.63,1019.29,19.11,74.11,4816.67,3.9
20240227112009,0.1,1019.21,19.26,74.08,5371.25,4.84
20240227113009,0,1019.11,19.51,73.03,4891.42,4.06
20240227114009,0,1018.96,19.61,72.91,4076.58,2.91
20240227115009,0,1018.86,19.69,72.88,4188.83,2.95
20240227120009,0.03,1018.72,19.65,73,5308.58,4.63
20240227121009,0.05,1018.6,19.62,73.2,5783.92,5.45
20240227122009,0,1018.47,19.83,72.55,6475.17,6.88
20240227123009,0.02,1018.32,20.02,72.21,6273.83,6.62
20240227124009,0,1018.19,20.05,72.26,6108.67,6.24
20240227125009,0,1018.07,19.98,72.34,5185.17,4.46
20240227160009,0,1017.07,18.92,78.49,1188.83,0.29
20240227161009,0,1017.12,18.76,79.6,817.33,0.16
20240227162009,0,1017.17,18.74,79.53,791.5,0.13
20240227163009,0,1017.26,18.7,79.84,729.5,0.11
20240227164009,0,1017.3,18.66,79.76,709.83,0.11
20240227165009,0,1017.32,18.63,79.67,735.67,0.13
20240228090009,0,1017.24,36.99,28.8,85331.8,1132.39
20240228091009,0,1017.16,38.58,26.65,92282.29,1254.61
20240228092009,0.1,1017.08,39.37,25.07,93765.07,1261.43
20240228093009,0.03,1016.96,39.37,25.07,100282.87,1373.57
20240228094009,0.06,1016.82,40.52,23.06,104036.72,1402.34
20240228095009,0.03,1016.7,41.4,21.89,108669.78,1441.24
20240228100009,0,1016.5,41.49,21.37,114878.71,1498.61
20240228101009,0,1016.34,42.09,20.63,116756.8,1499.7
20240228102009,0,1016.14,43,20.88,117758.2,1514.87
20240228103009,0.61,1015.99,42.19,21.16,117312.75,1540.81
20240228104009,1.04,1015.77,40.3,22.65,117411.4,1567.7
20240228105009,0.52,1015.6,40.54,23.02,102558.62,1394.86
20240228110009,0.49,1015.38,39.57,23.18,112896.75,1483.98
20240228111009,0.22,1015.13,40.76,21.82,116618.08,1579.6
20240228112009,0.12,1014.87,42.93,20.11,105633.79,1331.29
20240228113009,0.07,1014.66,42.42,20.75,97371.76,1329.17
20240228114009,0.54,1014.38,43.22,19.03,115051.03,1524.71
20240228115009,0.97,1014.2,40.58,22.58,114797.49,1604.89
20240228120009,1.25,1013.9,38.97,24.96,104336.26,1429.82
20240228121009,1.41,1013.71,38.44,26.15,117290.11,1670.95
20240228122009,1.31,1013.44,36.21,29.19,72890.55,954.54
20240228123009,1.03,1013.24,34.03,32.14,45825.34,659.39
20240228124009,0.52,1013.02,31.12,37.97,19402.5,65.03
20240228125009,0.71,1012.84,28.54,43.92,14057.42,35.17
20240228130009,0.3,1012.69,27.22,47.71,8784.75,14.59
20240228131009,0.53,1012.48,26.5,49.8,8232.5,13.18
20240228132009,1.35,1012.34,25.47,53.46,7118.17,9.83
20240228133009,1.99,1012.24,24.5,56.83,6332.5,7.93
20240228134009,1.46,1012.13,24.56,57.63,11740.5,24.79
20240228135009,1.64,1011.97,24.72,57.75,11894.35,24.91
20240228140009,1.33,1011.86,24.72,58.11,10610.25,20.17
20240228141009,0.92,1011.83,24.7,57.92,7730.25,11.41
20240228142009,1.19,1011.75,24.29,59.36,5341.58,5.73
20240228143009,0.89,1011.67,24.07,60.62,4365.92,3.81
20240228144009,0.35,1011.53,23.88,61.47,3981.67,3.26
20240228145009,0.27,1011.43,23.94,61.44,4677.92,4.33
20240228150009,0.23,1011.4,24,61.43,4148.67,3.41
20240228151009,0.37,1011.46,23.95,61.84,3158.67,2.08
20240228152009,0.42,1011.47,23.7,62.75,2899.42,1.71
20240228153009,0.5,1011.5,23.37,64.04,1870.58,0.77
20240228154009,0.54,1011.59,23.1,64.98,1149.58,0.33
20240228155009,0.33,1011.73,22.93,65.77,758.75,0.15
20240228160009,0.37,1011.77,22.88,66.08,693.33,0.12
20240228161009,0.24,1011.9,22.83,66.58,745.58,0.16
20240228162009,0.18,1012.07,22.79,67.36,716.33,0.15
20240228163009,0,1012.2,22.98,67.14,686.08,0.13
20240228164009,0,1012.4,23.12,67.69,816.25,0.18
20240228165009,0,1012.46,23,69.98,719.17,0.15
20240229090009,0.02,1014.33,23.67,69.93,11502.83,22.63
20240229091009,0.02,1014.35,23.85,68.74,12604.08,26.52
20240229092009,0,1014.31,24.1,67.83,13797.5,31.76
20240229093009,0,1014.21,24.42,66.49,14645.67,36.26
20240229094009,0.12,1014.07,24.28,66.16,14359.35,35.13
20240229095009,0.24,1013.95,24.82,65.58,26653.16,115.43
20240229100009,0.1,1013.84,26.34,60.26,31421.67,159.61
20240229101009,0.02,1013.53,26.63,59.02,21365,75.85
20240229102009,0.05,1013.49,26.43,58.68,21022.67,74.42
20240229103009,0.6,1013.37,27.15,55.64,49619.5,458.24
20240229104009,0.74,1013.17,29.62,49.66,65806.98,655.61
20240229105009,0.05,1013.01,34.34,39.5,99510.93,1343.42
20240229110009,0.28,1012.8,40.39,29.33,117758.2,1613.08
20240229111009,0.37,1012.56,42.13,25.4,116712.24,1616.46
20240229112009,0.54,1012.29,37.96,29.13,62940.58,581.66
20240229113009,0.45,1012.12,35.15,33.03,71593.25,788.3
20240229114009,0.33,1011.96,37.3,29.12,98660.65,1341.69
20240229115009,0.57,1011.83,38.47,27.2,91717.17,1193.22
20240229120009,0.21,1011.59,37.24,29.47,50371.42,391.6
20240229121009,0.2,1011.36,33.65,35.04,35646.02,205.85
20240229122009,0.91,1011.15,31.94,38.4,45531.92,334.96
20240229123009,0.37,1011.01,32.76,37.2,62199.1,676.78
20240229124009,0.2,1010.83,31.88,39.65,31390.46,171.73
20240229125009,0.13,1010.64,32.24,39.73,34121.78,242.36
20240229130009,0.26,1010.43,31.64,40.93,24922.33,110.5
20240229131009,0.22,1010.25,29.85,45.32,16654.83,46.43
20240229132009,0.04,1010.12,28.92,48.28,14908.17,36.91
20240229133009,0.04,1010.02,29.01,49.19,17996.08,53.3
20240229134009,0.02,1009.98,29.02,50.16,16463.83,45.53
20240229135009,0.12,1009.85,28.49,52.18,9866.08,18.38
20240229150009,1.03,1010.25,25.91,63.85,6065.9,7
20240229151009,0.59,1010.35,25.36,66.21,4198.67,3.6
20240229152009,0.11,1010.42,25.41,66.21,5657.92,5.71
20240229153009,0.32,1010.51,25.19,66.96,2406.42,1.15
20240229154009,0,1010.56,24.97,66.75,2075.17,0.85
20240229155009,0,1010.6,24.75,66.89,1222.5,0.33
20240229160009,0.05,1010.73,24.52,67.26,1248.08,0.35
20240229161009,0,1010.75,24.35,68.45,1509.08,0.51
20240229162009,0,1010.83,24.23,69.91,1053.5,0.26
20240229163009,0,1010.85,24.21,71.12,1160.25,0.34
20240229164009,0,1010.95,24.23,71.95,1532.83,0.54
20240229165009,0.07,1010.97,24.2,71.35,1130.5,0.3
20240301090009,0,1018.01,17.78,86.56,4679.5,3.96
20240301091009,0.03,1017.95,17.95,85.94,4817.17,4.41
20240301092009,0,1017.95,18.13,87.32,5450.67,5.46
20240301093009,0.07,1017.96,18.32,86.58,6377.42,7.5
20240301094009,0,1018.02,18.43,84.96,6576.5,8.13
20240301095009,0.14,1017.91,18.23,82.48,6612.5,7.88
20240301100009,0.02,1017.73,18.3,83.26,6573.75,7.76
20240301101009,0.16,1017.67,18.17,82.25,7961.75,11.7
20240301102009,0,1017.56,18.61,82.42,7883.5,11.54
20240301103009,0.52,1017.54,18.02,79.94,8279.83,12.39
20240301104009,0.27,1017.45,17.93,80.3,10211.17,18.37
20240301105009,0.2,1017.36,18.28,78.06,10710.73,20.27
20240301130009,0,1015.74,18.88,77.97,5505.83,5.51
20240301131009,0,1015.7,18.91,78.33,5898,6.42
20240301132009,0,1015.56,19.14,77.19,6662.75,7.92
20240301133009,0,1015.37,19.38,76.91,6811.02,8.25
20240301134009,0,1015.24,19.63,76,6374.75,7.31
20240301135009,0,1015.15,19.72,74.19,6235,7.03
20240301140009,0,1015.2,19.78,73.72,5698.67,5.85
20240301141009,0,1015.1,19.73,74.06,5638.08,5.71
20240301142009,0,1015.05,19.86,73.82,4987.08,4.55
20240301143009,0,1015.02,19.82,73.81,3987.42,2.96
20240301144009,0,1014.94,19.71,73.63,4062.75,3.03
20240301145009,0,1014.96,19.76,73.44,5472.92,5.53
20240301150009,0,1014.97,19.83,71.91,4122.08,3.24
20240301151009,0.11,1014.97,19.62,70.51,3294.92,2.13
20240301152009,0.04,1014.99,19.39,70.53,3678.75,2.63
20240301153009,0.28,1014.9,19.27,70.67,4043,3.12
20240301154009,0.38,1014.99,18.92,72,2479.17,1.25
20240301155009,0.4,1015.02,18.44,73.49,2445.92,1.24
20240301160009,0.31,1015.13,18.3,74.82,2015.42,0.86
20240301161009,0.14,1015.18,18.45,74.42,1492,0.5
20240301162009,0.17,1015.33,18.54,73.48,881.83,0.2
20240301163009,0.14,1015.41,18.59,75.15,1034.5,0.28
20240301164009,0,1015.51,18.65,75.08,1149.08,0.34
20240301165009,0,1015.53,18.46,74.55,743.92,0.17
20240302090009,0.02,1018.75,19.34,67.42,26678.98,269.8
20240302091009,0.1,1018.78,24.84,52.1,60322.71,610.28
20240302092009,0.1,1018.75,25.36,50.34,35380.21,229.23
20240302093009,0.02,1018.71,23.46,54.59,17883.08,54.53
20240302094009,0.39,1018.61,21.61,58.57,14894.08,39.16
20240302095009,0.14,1018.61,20.64,62.36,14027.92,34.05
20240302100009,0.03,1018.5,20.73,62.19,12514.33,28.45
20240302101009,0.3,1018.44,20.68,61.32,15756.42,42.09
20240302102009,0,1018.51,20.35,61.04,6286.17,7.4
20240302103009,0,1018.56,20.11,62.2,13498.5,36.8
20240302104009,0.02,1018.31,20.74,63.43,19311,69.58
20240302105009,0.03,1018.2,21.35,59.09,21389.42,78.19
20240302110009,0.05,1018.16,21.37,56.47,17853,59.83
20240302111009,0.1,1018.27,20.57,58.55,7360.17,9.75
20240302112009,0,1018.03,20.35,59.39,18992.75,68.11
20240302113009,0.13,1017.73,22.13,57.34,28210.25,138.87
20240302114009,0.13,1017.43,21.52,60.1,18864.63,62.24
20240302115009,0.11,1017.33,21.88,56.78,20787.25,81.53
20240302130009,0,1016.28,19.83,65.64,8601.67,12.47
20240302131009,0,1016.03,19.81,65.95,6416.58,7.2
20240302132009,0,1015.89,19.49,67.12,4671.5,3.79
20240302133009,0,1015.71,19.48,67.32,6072.75,6.38
20240302134009,0,1015.53,19.57,66.1,8723.42,13.61
20240302135009,0,1015.25,20.29,63.06,15083.75,38.03
20240302140009,0,1015.19,20.45,62,7735.33,10.52
20240302141009,0,1015.02,19.94,62.66,6412.83,7.18
20240302142009,0,1014.93,19.8,64.14,6342,6.97
20240302143009,0,1014.97,19.72,64.23,5763.75,5.91
20240302144009,0.04,1014.8,19.67,64.14,6148.17,6.84
20240302145009,0,1014.76,19.49,64.74,5352.75,5.25
20240302150009,0,1014.68,19.63,64.96,6382.33,7.61
20240302151009,0,1014.72,19.47,65.21,3041.58,1.81
20240302152009,0,1014.62,19.19,66.32,2927,1.6
20240302153009,0,1014.66,19,67.06,2481.5,1.16
20240302154009,0,1014.72,18.77,66.99,2278.08,1.03
20240302155009,0,1014.54,18.67,67.23,2403.5,1.15
20240302160009,0,1014.54,18.53,67.83,2234,1.01
20240302161009,0,1014.65,18.55,68.52,1877.17,0.71
20240302162009,0,1014.72,18.52,68.82,1823.75,0.71
20240302163009,0,1014.87,18.45,69.14,1576.42,0.56
20240302164009,0.18,1014.8,18.07,69.6,1933.33,0.82
20240302165009,0.43,1014.87,17.5,73,1181.58,0.37
20240303090009,0,1017.26,18.82,77.07,9910.67,19.44
20240303091009,0,1017.22,20.44,72.45,20199.92,69.41
20240303092009,0.02,1017.2,21.37,67.32,19501.33,65.8
20240303093009,0.05,1017.08,22.08,65.7,29833.61,161.92
20240303094009,0,1016.93,26.1,55.08,53995.66,512.28
20240303095009,0.22,1016.79,26.9,50.73,33642.21,190.04
20240303100009,0.53,1016.65,24.62,54.86,33577.82,183.17
20240303101009,0,1016.48,25.88,52.55,40153.72,252.24
20240303102009,0.4,1016.38,29.84,42.77,76490.58,1051.61
20240303103009,0,1016.14,28.37,45,29961.58,242.68
20240303104009,0,1015.93,25.95,49.74,28946.73,223.05
20240303105009,0,1015.85,32.18,38.15,112410.16,1696.64
20240303110009,0.34,1015.72,36.92,27.66,112406.93,1614.83
20240303111009,0.92,1015.56,34.49,31.78,83688.73,993.55
20240303112009,0.52,1015.38,35.41,30.38,82344.85,973.74
20240303113009,1.07,1015.21,31.35,36.21,51878.46,516.84
20240303114009,0.43,1015.08,28.61,41.62,52321.08,475.79
20240303115009,2.31,1014.95,29.25,40.66,69566.96,831.29
20240303120009,1.77,1014.74,27.67,45.37,40051.62,286.03
20240303121009,1.78,1014.56,24.77,52.67,26554.42,119.97
20240303122009,1.08,1014.44,24.46,54.12,20405.17,74.84
20240303123009,2,1014.26,22.85,58.16,13298.92,32.18
20240303124009,1.58,1014,22.32,59.99,15675,43.86
20240303125009,1.43,1013.79,22.41,59.51,15493.42,43.36
20240303130009,1.34,1013.57,22.37,59.72,16563.42,50.82
20240303131009,0.78,1013.37,22.79,58.52,17023.92,53.44
20240303132009,0.62,1013.2,23.69,56.1,23186.83,98.56
20240303133009,1.26,1013.1,23.89,54.69,21745.58,80.87
20240303134009,2.08,1013.03,23.3,56.48,17966.17,55.2
20240303135009,1.02,1012.99,22.62,58.54,15107.58,40.04
20240303140009,0.84,1012.93,22.55,59.27,12456.58,27.41
20240303141009,1.1,1012.84,22.51,60.03,12666.75,28.27
20240303142009,1.56,1012.74,22.15,60.43,11523.42,23.4
20240303143009,1.02,1012.71,21.91,60.84,11912,24.44
20240303144009,1.13,1012.71,22.11,60.06,11673.92,23.59
20240303145009,1.66,1012.68,21.61,61.92,9737.83,16.57
20240303150009,0.41,1012.6,21.81,61.36,8516.5,12.7
20240303151009,0.33,1012.62,21.93,60.4,7252.42,9.62
20240303152009,0.16,1012.59,21.96,60.57,7838.17,11.23
20240303153009,0.05,1012.56,22,60.37,7445.58,10.22
20240303154009,0.09,1012.55,22.01,60.35,7800.33,11.36
20240303155009,0.16,1012.55,21.92,61.58,7048.17,9.01
20240303160009,0.07,1012.56,21.75,62.78,5664.42,6.13
20240303161009,0,1012.64,21.46,62.98,4462.75,3.54
20240303162009,0.02,1012.81,21.05,64.08,3177.58,1.61
20240303163009,0.04,1012.86,20.7,65.75,2658.17,0.95
20240303164009,0,1012.87,20.5,66.85,2493.83,0.93
20240303165009,0,1012.91,20.37,67.3,2184.08,0.72
